住所,法人名,更新日時,法人番号,法人種別,法人名(カナ),Twitter,Facebook,Instagram,創業年,紹介文,アイコン,事業概要,代表者名,取扱商品,営業品目,従業員数,採用予定,特許情報,背景画像,表彰情報,電話番号,代表の写真,取引先業種,設備と技術,設立年月日,企業規模詳細,キャッチコピー,企業紹介画像①,企業紹介画像②,企業紹介画像③,届出・認定情報,セールスポイント,企業ホームページ,店舗・事業所情報,主な商品・サービス,他社との連携を考える事業,特許,紹介の画像
大阪府堺市南区庭代台３丁１３番８－２０３号,株式会社近畿マテリアルリース,2020-09-08T15:00:00.000Z,9120001217787,301,キンキマテリアルリース,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市美原区北余部西２丁目１番１－６０７号,吉慶商事株式会社,2019-11-28T15:00:00.000Z,9120001218645,301,ヨシケイショウジ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区北花田町３丁１７－２４－３０１号,Ｉ－ｒｏｏｔｓ株式会社,2020-06-02T15:00:00.000Z,9120001219305,301,アイルーツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区金岡町１８２０番地白鷺スカイハイツ１－１２７,Ａ‐ＴＥＣサービス株式会社,,9120001220270,,エーテックサービス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区新堀町２丁３３番地,株式会社Ｎ・マーケティング,,9120001221483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区神野町２丁６番２１－２０２号,株式会社Ｂｒｉｇｈｔ,2022-04-25T23:19:41+09:00,9120001222044,301,ブライト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区香ヶ丘町１丁１０番２７号,株式会社ゼロ住まいる,2020-08-06T15:00:00.000Z,9120001223769,301,ゼロスマイル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区鳳東町７丁７７１番地１（６０９号）,株式会社ベルクレスト,2022-04-25T21:51:06+09:00,9120001223785,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区東雲西町１丁５番１４号メープルコート２０３号,ＯＶＡＬ－ＬＩＮＫ株式会社,2022-04-25T22:59:28+09:00,9120001224387,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区神野町１丁１番３号,株式会社ＩｎｔｅｒＫ,2022-04-25T23:19:41+09:00,9120001224825,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市南区野々井２５５番地,株式会社寿限無,2023-05-18T00:00:00+09:00,9120001225591,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区中瓦町２丁３番１７号,株式会社１ｓｔ１,,9120001226474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区八田北町８１５番地８,株式会社レイアップ,,9120001227084,,レイアップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区平岡町１８５番地１２ノバカネイチ津久野台２０１１号,株式会社グローバルコーポレーション,2022-11-10T00:00:00+09:00,9120001227497,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区熊野町東２丁１番２４－６０２号,株式会社Ｓ＆Ｃｏ．,2023-03-28T00:00:00+09:00,9120001230740,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区上野芝町２丁８番１２号,ＵＳＨＡ＆ＳＯＮ　ＩＮＴＥＲＮＡＴＩＯＮＡＬ株式会社,2022-10-14T00:00:00+09:00,9120001231854,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区上野芝町２丁８番１２号,株式会社ＬＡＦＡ,,9120001232992,,ラファ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区中百舌鳥町５丁７９８番地６,株式会社リスピア,,9120001238940,,リスピア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区築港新町４丁２番地６,Ｂｌｕｅ　Ｉｎｎｏｖａｔｉｏｎ＆Ｅｎｖｉｒｏｎｍｅｎｔａｌ　Ｎｅｔｗｏｒｋ株式会社,2023-12-25T00:00:00+09:00,9120001239848,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区宿院町東３丁１番３－２０１号,株式会社ＫＥネット,,9120001241556,,ケーイーネット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区南旅篭町東４丁３番１１号,ＡＲＫ　Ｎｏ．９株式会社,,9120001244212,,アークナンバーナイン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区錦綾町３丁３番６号,ＳＫハウジング株式会社,,9120001244690,,エスケイハウジング,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区出島海岸通１丁１０番２０号,ミナト株式会社,,9120001244864,,ミナト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区上之１８９－４,Ｘ‐ＴＲＩＢＥ株式会社,,9120001251010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区竜神橋町２丁３番１号ステュディオ堺フェニックス５２３,ＪＨｍａｒｔ株式会社,2023-09-13T00:00:00+09:00,9120001254418,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区新金岡町４丁１－１０－１１２３,Ｊ＆Ｍ　Ｃｏｒｐｏｒａｔｉｏｎ株式会社,,9120001255358,,ジェイアンドエムコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区南花田町１６３８番７号,株式会社Ｍ２ＮＫ,,9120001258055,,エムツーノック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区東湊町３丁１７８番地４,株式会社楠,,9120001259623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区出島海岸通４丁６番１－３０１号,株式会社大雄商事,2024-01-15T00:00:00+09:00,9120001259953,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区八田西町２丁１４番７－５号,ＭＡＤＩＬＹＮ株式会社,,9120001260374,,マディリン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区春日通２丁８番１１号,株式会社六度永竹,,9120001267015,,ロクドエイチク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区奥本町２丁８番地２３,株式会社オルムアート,,9120001269473,,オルムアート,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区竜神橋町２丁３番１号ステュディオ堺フェニックス７２４号,株式会社中尚,,9120001273913,,チュウショウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区北花田町４丁１１０番８の２町田マンション３０１号室,株式会社ＴＭ不動産,,9120001274399,,ティーエムフドウサン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区戎島町４丁４５番１号アゴーラリージェンシー大阪堺６階ピックルボールベース大阪,ファンダメンタルジャパン株式会社,,9120001280372,,ファンダメンタルジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市東区大美野６－１７,株式会社モンステーション,,9120001286254,,モンステーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区上野芝町７－１０－１７,株式会社テン,,9120001286849,,テン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区上野芝町８丁２番７号,有限会社丸一商事,,9120002002222,,マルイチショウジ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区中之町東４丁１番１９号,有限会社新谷建築,2019-01-15T15:00:00.000Z,9120002005613,302,シンタニケンチク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区浜寺石津町西４丁１７番３７－１号,有限会社モリサービス,2021-04-22T15:00:00.000Z,9120002007460,302,モリサービス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区昭和通４丁６２番地,有限会社ダイチ・テクノ,2019-04-17T15:00:00.000Z,9120002016627,302,ダイチテクノ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区浜寺昭和町２丁２０３番地１,有限会社住地,2020-06-14T15:00:00.000Z,9120002020125,302,ジュウチ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区八下北４－７,有限会社小西電気設備,2018-08-22T15:00:00.000Z,9120002027120,302,コニシデンキセツビ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区福田６４５番地３３,有限会社プラザヴィバーチェ,2015-11-19T15:00:00.000Z,9120002040619,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区神南辺町２丁９０番地５,ＮＤネットサービス有限会社,2021-07-20T15:00:00.000Z,9120002041377,302,エヌディーネットサービス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区遠里小野町１丁３番８－１号,雛夢不動産有限会社,2015-11-29T15:00:00.000Z,9120002042111,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市東区北野田１０００－９２,有限会社アシスト,2015-11-19T15:00:00.000Z,9120002043258,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市美原区平尾２４０７番地３,Ｎビルテック有限会社,2019-12-04T15:00:00.000Z,9120002043605,302,エヌビルテック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区浜寺石津町中１丁１番３４号,有限会社リアルホーム,2020-04-01T15:00:00.000Z,9120002049775,302,リアルホーム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区中瓦町１丁４番２８号,株式会社セントレアジャパン,2019-07-18T15:00:00.000Z,9120002051590,301,セントレアジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区五条通３番１２号,有限会社ネクティブ・ジャパン,2015-11-19T15:00:00.000Z,9120002052291,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区百舌鳥赤畑町３丁１３８番地１スタシオンもず２２号,有限会社Ｄ．ＭＥＥＴＳ,2015-11-19T15:00:00.000Z,9120002058132,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区福田２１０番地１１２,有限会社エヌビープランニング,2015-11-19T15:00:00.000Z,9120002064147,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区海山町２丁１１６番地の１,有限会社Ｑファクタ,2020-02-28T00:00:00.000Z,9120002067439,302,キューファクタ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市南区原山台２丁３番３－２１８号,有限会社ペルソナ,2019-04-24T15:00:00.000Z,9120002070046,302,ペルソナ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区南田出井町３丁４番２－１０３号,有限会社イナツ,2020-05-24T15:00:00.000Z,9120002070434,302,イナツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区東浅香山町３丁２１－４５－１０１,合同会社ｂａｎｎｅｒ　ｓａｒｙ,2018-02-07T15:00:00.000Z,9120003006040,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区百舌鳥本町３丁５２７番地７ヴィルメゾン上野芝１２４号,株式会社コーワエンジニアリング,2018-10-14T15:00:00.000Z,9120003008862,301,コーワエンジニアリング,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市南区高尾１丁３４４番地２,合同会社向伸,2023-11-08T00:00:00+09:00,9120003010034,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区深井清水町３２０９番地,合同会社Ｍｉｄ－Ｖａｌｌｅｙ,2018-04-26T15:00:00.000Z,9120003010934,305,ミッドヴァリー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市南区稲葉２丁１７３２番地,合同会社キートン,2022-04-25T22:50:51+09:00,9120003012328,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区深井中町１０６２－３９,合同会社鋼月堂,2021-07-28T15:00:00.000Z,9120003015108,305,コウゲツドウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区船堂町２丁２３番１９－２号,合同会社Ｂｅａｕｔｙ　Ｐｌａｃｅ,,9120003017211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区南花田町６０－９高山ビル１Ｆ,ＣＲＥＡ不動産販売株式会社,2022-04-25T23:06:38+09:00,9120003017946,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区山本町５丁１１０番地４２,ＧＯＯＤＹ合同会社,2021-05-24T15:00:00.000Z,9120003018845,305,グッディ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区深井水池町３０８４番地エスポワール深井４０８号,合同会社ＵＫ事務所,2022-04-25T23:13:30+09:00,9120003020066,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区長曽根町１３０－４２,オーエフオー合同会社,2024-01-16T00:00:00+09:00,9120003025172,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市南区新檜尾台１丁１１番２号,大阪園芸サービス協同組合,,9120005006336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区百舌鳥赤畑町４丁３５４,大阪笙の会理容協同組合,,9120005006492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区北花田町３丁４５番地４０北花田メディカルシティ４階,特定非営利活動法人永寿,,9120005009314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市東区日置荘西町１丁２３番３７号,医療法人文珠クリニック,,9120005011757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市東区大美野３３番地２７,一般社団法人グルージュエル協会,,9120005017424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区甲斐町東１丁１－１０－３Ｆ,一般社団法人Ａｌｗａｙｓ,,9120005023281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区浜寺石津町東３丁１１番２０号,株式会社アーイ,2019-03-26T15:00:00.000Z,9120101000003,301,アーイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区金岡町７０４番地８,株式会社アイケイケイ,2015-11-19T15:00:00.000Z,9120101000028,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区原田９８番地１,株式会社アイジーエンジニアリング,2018-06-13T15:00:00.000Z,9120101000044,301,アイジーエンジニアリング,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市東区高松１９１番地１７,株式会社アイソニック,2016-01-19T15:00:00.000Z,9120101000052,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区鉄砲町１８番地,株式会社アート,2015-11-19T15:00:00.000Z,9120101000060,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区翁橋町２丁３番３号シティコーポ翁橋２０５号,青野産業株式会社,2021-07-14T15:00:00.000Z,9120101000085,301,アオノサンギョウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区甲斐町東１丁１番１０号,旭貿易株式会社,2022-10-07T09:53:27.968+00:00,9120101000110,,アサヒボウエキ,,,,,,,,,,I,,,,,,,,,,,,,,,,,,http://asahitra.co.jp/,[],,,,
大阪府堺市中区深井中町１１３５番地の４,株式会社アダチ興業,2015-11-19T15:00:00.000Z,9120101000127,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区八田北町１０番地の３１（９棟２０９号）,株式会社アドバンス,2015-11-19T15:00:00.000Z,9120101000135,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区今池町３丁２番２９号,株式会社荒田商会,2019-01-10T15:00:00.000Z,9120101000168,301,アラタショウカイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区遠里小野町２丁４番８号,株式会社有馬工務店,2015-11-19T15:00:00.000Z,9120101000176,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市東区高松４６７番地の２,株式会社初鷹建設,2015-11-19T15:00:00.000Z,9120101000184,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区土師町１丁１７番３５号,株式会社いせ,2020-04-08T15:00:00.000Z,9120101000192,301,イセ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区南半町西２丁１番９号,株式会社イシダ,2019-07-11T15:00:00.000Z,9120101000218,301,イシダ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区石津北町９８番地,石津伸鉄株式会社,2015-11-19T15:00:00.000Z,9120101000226,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区熊野町東１丁１番２０号,アジアスポーツ株式会社,2019-12-03T15:00:00.000Z,9120101000250,301,アジアスポーツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区南花田町５１４番地１,株式会社浅井,2020-08-10T15:00:00.000Z,9120101000259,301,アサイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区熊野町東４丁３番４号,アサカ印刷株式会社,2015-11-19T15:00:00.000Z,9120101000267,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区浜寺南町３丁１０番地１,イサムインターナショナル株式会社,2022-10-28T04:55:51.840+00:00,9120101000300,,イサムインターナショナル,,,,,,,,,,E,,,,,,,,,,,,,,,,,,http://www.isamu-international.com/,[],,,,
大阪府堺市北区百舌鳥陵南町１丁８番地,泉商会興業株式会社,2022-09-30T08:38:40.264+00:00,9120101000325,,イズミショウカイコウギョウ,,,,,,,,,,K,,,,,,,,,,,,,,,,,,http://www.izumi-shoukai.co.jp,[],,,,
大阪府堺市堺区旭ヶ丘北町1丁5番18号,泉谷機械工業株式会社,2021-11-23T09:25:41.007+00:00,9120101000333,,イズタニキカイコウギョウ,,,,,,,ロボットシステム（Ｓ・Ｉ業務）及び自動省力化機械、 FA機器の設計製造、 省エネ・低圧ブロワ・ブラスト、 非破壊検査装置各種。 詳しくはホームページをご参照下さい。 ,泉谷　俊男,自動省力化機械・装置、 専用機及びシステム、 省エネ・低圧ブロワ・ブラスト、 工作機械・加工機械、 各種OEM、 ファブレス対応の製造業務、 ロボットのシステム構築（SI：システム・インテグレート）,,20人,,,,,072-241-5257,,自動車、 電子、 輸送、 木工、 紙工、 フィルム、 金属加工、 食品、 土木、 他,ロボットＳ・Ｉ業務、コンベア・搬送・移載装置、 組立・洗浄・検査装置、 測定・画像処理装置、  非破壊・超音波探傷検査装置、 その他実績多数,,,,,,,,「こんな機械（こと）できませんか？」といったユーザーの要請に対し、 独自の一品料理システムにてお応えします。 ユーザーの意図を忠実に反映した機械装置を、 柔軟な設計センスと正確な機械技術をもって製作致します。 詳しくは、 ホームページをご覧下さい。 ,www.izutani.co.jp,,ロボットＳ・Ｉ業務、自動省力化機械・装置、 専用機及びシステム、 省エネ・低圧ブロワ・ブラスト、 FAシステム、  各種OEM、 ファブレス対応の製造業務,,,
大阪府堺市堺区栄橋町１丁４番１０号,株式会社市岡建築事務所,2020-05-25T15:00:00.000Z,9120101000366,301,イチオカケンチクジムショ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区深井中町１２５９番地１,株式会社一広,2019-10-30T15:00:00.000Z,9120101000374,301,イチヒロ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区浜寺石津町東２丁４番２８号,株式会社アコーズ,2021-11-23T09:21:10.473+00:00,9120101000408,,アコーズ,,,,,,,"各種省力化機械の設計製作
各種ディスペンサーの製作販売
液体定量吐出装置及び各種接着剤塗布装置の設計製作",樋﨑　真一,"各種ディスペンサー
各種圧送タンク
接着剤塗布機",,12人,,,,,072-280-3610,,音響メーカー 接着剤メーカー ベアリングメーカー 他,部品加工用各種工作機械,,,,,,,,広い工場スペース（10m×30m）と幅広い技術で分野を問わず対応出来ます。 ユーザーのニーズに合わせて設計から製作及び据付工事を行います。アフターサービス対応も致します。,,,ディスペンサー（バルペット）他,,,
大阪府堺市堺区今池町１丁１番５８号,株式会社ＡＫ,2021-03-09T15:00:00.000Z,9120101000416,301,エーケイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区中百舌鳥町５丁７５８番地,株式会社アキボウ,2022-09-12T02:38:11.974+00:00,9120101000440,,アキボウ,,,,,,,,,,I,,,商標 6件（バリューパートナー / RIDE ON FUTURE / §AKIBO / 走る先が道になる / ROJI BIKES 他）,,,,,,,,,,,,,,【SDGsについて、現在取り組んでいること】自転車を中心とした「持続可能な地方都市」再生を目指すために、産業の活性化とインフラの整備に注力しています。具体的には観光振興として、サイクリングマップの制作から情報発信、レンタサイクル拡充のサポート、インフラ面ではE-BIKEを用いた老若男女に優しいモビリティで新たな移動手段の可能性を模索しています。 https://www.akibo.co.jp/csr_outline.html【今後取り組みたいこと】創業以来の取扱い商材である自転車を切り口にした社会貢献活動を当社のCSR活動の基本方針として展開します。,https://www.akibo.co.jp,[],,,,
大阪府堺市堺区中三国ヶ丘町１丁１番３０号,アルイオン・ジャパン株式会社,2015-11-19T15:00:00.000Z,9120101000465,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区三宝町３丁１９５番地,株式会社アラギシ,2018-10-31T15:00:00.000Z,9120101000481,301,アラギシ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区今池町３丁５番２８号,株式会社飯常製作所,2022-10-05T09:40:33.585+00:00,9120101000507,,ハンツネセイサクショ,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,[],,,,
大阪府堺市堺区中瓦町２丁２番５号,株式会社イガクニ,2015-11-19T15:00:00.000Z,9120101000515,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市東区日置荘西町１丁４８番２３号,株式会社いけ田,2015-11-19T15:00:00.000Z,9120101000523,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区北条町１丁８番１６号,イクタ近畿住設株式会社,2015-11-19T15:00:00.000Z,9120101000531,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区長曽根町１９０４番地の５,株式会社エーアイ・ジィ,2015-11-19T15:00:00.000Z,9120101000548,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区大仙西町４丁126-5,栄光美芸株式会社,2022-01-30T06:42:07.450+00:00,9120101000564,,エイコウビゲイ,,,,昭和21年,,https://img.sakacil.com/data/20220130/b7e9c2e8-b095-49c7-b420-e76c6c7108d3.png,あらゆる広告の企画・設計・制作・施工,辻本　良彦,各種看板・標示板・銘板・手書看板・ディスプレー・インクジェット・プロセス印刷・幕・のぼり・POP・其の他PRに関するサイン,3292,4人,,,https://img.sakacil.com/data/20220130/16850ff9-6a44-48b3-9754-f07019a26b64.png,,072-247-3702,,,一級広告美術技能士,,,屋外広告の企画・設計・制作・施工はお任せください。,,https://img.sakacil.com/data/20220130/c6e50911-dbab-4823-9075-58e6d89ec48d.png,,,,https://eikobigei.co.jp,[],,,,
大阪府堺市堺区柳之町西１丁２番１号,恵美須薬品株式会社,2022-11-08T03:55:39.215+00:00,9120101000614,,エビスヤクヒン,,,,,,,,,,I,5,,,,,,,,,,,,,,,,,,[],,,,
大阪府堺市堺区北三国ヶ丘町２丁４番２０号,エム・エス・アイ株式会社,2015-11-19T15:00:00.000Z,9120101000630,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区甲斐町西１丁１番２２号若林ビル４０５号,株式会社エム・ケイ興産,2015-11-19T15:00:00.000Z,9120101000639,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区百舌鳥梅北町２丁７７番２号,英日石油株式会社,2015-11-19T15:00:00.000Z,9120101000647,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区南花田町６１番地１４,株式会社栄和,2020-06-02T15:00:00.000Z,9120101000655,301,エイワ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区北向陽町２丁１番２５号,ＥＨ株式会社,2018-07-12T15:00:00.000Z,9120101000663,301,イエイチ,,,,,,,,,,,,,商標 15件（EHクオリティグラス / 朝泡 / §Asa∞Awa∞朝泡 / Precious Clear\プレシャスクリア / LAHAINA COFFEE∞WE’RE BORN in LAHAINA. 他）,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区戎之町東１丁１番１０号,江久商事株式会社,2015-11-19T15:00:00.000Z,9120101000671,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市堺区南花田口町２丁２番６号土義ビル,株式会社エスコムコンフォート,2015-11-19T15:00:00.000Z,9120101000688,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市北区百舌鳥梅町１丁１番地の２,株式会社エスティージェイ,2015-11-19T15:00:00.000Z,9120101000696,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市南区和田３６１番地,株式会社井上造園,2015-11-19T15:00:00.000Z,9120101000721,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市中区平井１７８番地の２,株式会社イナモト,2022-10-07T09:43:48.416+00:00,9120101000738,,イナモト,,,,,,,,,,I,,,,,,,,,,,,,,,,,,http://www.inamoto-kk.co.jp,[],,,,
大阪府堺市東区大美野１５１番地４,株式会社イマイ,2020-06-14T15:00:00.000Z,9120101000746,301,イマイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市西区上野芝向ヶ丘町１丁３番２号,株式会社ウィング,2015-11-19T15:00:00.000Z,9120101000754,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大阪府堺市南区檜尾１４２番地,株式会社ウエスタンフィールド,2015-11-19T15:00:00.000Z,9120101000762,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
